metric,point,cluster_boot_95_low,cluster_boot_95_high
pooled_accuracy,0.9324009324009324,0.9123756049258579,0.9592883141831627
pooled_balanced_accuracy,0.9339136872121079,0.9039421075019548,0.9540487784553993
pooled_auroc,0.9719785040579074,0.958861928566937,0.9843980179456274
macro_patient_balanced_accuracy,0.9333505067504348,0.9100986540022112,0.9572417693479053
