patient,feature,perm_mean,perm_std,perm_rank,gain_norm
Pt2,abs_q95,0.0038461538461538767,0.004710557197659996,12,0.018083981519079185
Pt2,abs_q99,0.004700854700854728,0.005913825856024838,11,0.11244629080259654
Pt2,mad,0.0,0.0,23,0.0
Pt2,skew,0.009615384615384692,0.0,3,0.00459752716064285
Pt2,kurtosis,0.0,0.0,22,0.0005341670064565501
Pt2,line_length,0.0057692307692308155,0.004710557197659996,10,0.005220419140742973
Pt2,mean_abs_diff,0.0057692307692308155,0.004710557197659996,9,0.011390292731250591
Pt2,std_diff,0.0,0.0,19,0.0002860093376016212
Pt2,max_abs_diff,0.0038461538461538767,0.004710557197659996,15,0.006378909678848365
Pt2,zero_cross_rate,0.0,0.0,24,0.00010409249407639832
Pt2,hjorth_mobility,0.0,0.0,31,0.0036392388344592365
Pt2,hjorth_complexity,0.0,0.0,30,0.001750765472555332
Pt2,peaks_gt_0.1max,0.0008547008547008739,0.007506054730876207,18,0.02713983318027403
Pt2,peaks_gt_0.2max,0.0,0.0,27,0.00039857074677251183
Pt2,peaks_gt_0.3max,0.0,0.0,26,0.0012859411444541878
Pt2,peaks_gt_0.5max,0.0,0.0,25,9.481373772977057e-05
Pt2,autocorr_1,0.0,0.0,29,0.005202663244219503
Pt2,autocorr_5,0.0,0.0,28,0.0020669373977532774
Pt2,autocorr_10,0.0076923076923077535,0.0038461538461538767,7,0.006086312735707772
Pt2,autocorr_20,0.0038461538461538767,0.004710557197659996,13,0.004984627562743799
Pt2,autocorr_50,0.00277777777777779,0.005555555555555581,17,0.00694532193229466
Pt2,autocorr_100,0.0,0.0,35,0.004337741165894486
Pt2,spectral_entropy,0.0,0.0,34,0.00016592991831132113
Pt2,spectral_centroid,0.0,0.0,33,0.0008924801855837095
Pt2,median_freq,0.0,0.0,36,0.000690069223043954
Pt2,dominant_freq,0.0,0.0,40,0.008160199820655514
Pt2,bandpower_16_40,0.0,0.0,38,0.0014392201383761594
Pt2,bandpower_40_80,0.0,0.0,37,0.004840322284993156
Pt2,bandpower_80_125,0.0,0.0,39,0.00932055943306135
Pt2,bandpower_125_250,0.01388888888888895,0.0,2,0.01521876944465506
Pt2,bandpower_250_500,0.00833333333333337,0.006804138174397747,5,0.011779530884773818
Pt2,hf_lf_ratio,0.0,0.0,41,0.005606437886654444
Pt2,veryhf_ratio,0.00833333333333337,0.006804138174397747,6,0.005163055351260564
Pt2,teager_mean_abs,0.0,0.0,42,0.000621357499301171
Pt2,teager_std,0.0,0.0,43,0.0022685557480959717
Pt3,mean,-0.007462686567164201,0.0,42,0.004064772230224379
Pt3,std,0.018964003511852522,0.003655954839974849,2,0.10305517303090908
Pt3,rms,-0.005970149253731361,0.0029850746268656803,37,0.04818222531231364
Pt3,ptp,0.09244951712028096,0.012800208581989499,1,0.5169000225468146
Pt3,max_abs,0.0,0.0,8,0.00992539917873348
Pt3,median_abs,-0.0014925373134328402,0.0029850746268656803,30,0.005635451107055338
Pt3,abs_q75,0.0,0.0,7,0.008471232763595684
Pt3,abs_q90,-0.0029850746268656803,0.0036559548399749033,32,0.006633019729621124
Pt3,abs_q95,0.01448639157155407,0.0,3,0.027273909685164827
Pt3,abs_q99,0.014486391571554024,0.004719817403236401,4,0.09909360130376424
Pt3,mad,0.0,0.0,6,0.0
Pt3,skew,-0.0014925373134328402,0.0029850746268656803,31,0.005785018523485001
Pt3,kurtosis,0.0,0.0,5,0.001078857162597576
Pt3,line_length,0.0,0.0,10,0.011802414883249469
Pt3,mean_abs_diff,0.0,0.0,9,0.00379249104683975
Pt3,std_diff,0.0,0.0,11,0.0008448802068990544
Pt3,max_abs_diff,0.0,0.0,16,0.007546278327776848
Pt3,zero_cross_rate,0.0,0.0,15,0.0009105332664695334
Pt3,hjorth_mobility,0.0,0.0,14,0.0015374997846352048
Pt3,hjorth_complexity,0.0,0.0,13,0.0013781758275781186
Pt3,peaks_gt_0.1max,-0.020895522388059674,0.0029850746268656357,43,0.03523732900138314
Pt3,peaks_gt_0.2max,0.0,0.0,12,0.00023134796750869544
Pt3,peaks_gt_0.3max,0.0,0.0,21,0.00028559817519987373
Pt3,peaks_gt_0.5max,0.0,0.0,19,0.0
Pt3,autocorr_1,-0.005970149253731361,0.0029850746268656803,39,0.008052857406956486
Pt3,autocorr_5,0.0,0.0,20,0.002457100595427096
Pt3,autocorr_10,0.0,0.0,18,0.0019596271614606116
Pt3,autocorr_20,-0.005970149253731361,0.0029850746268656803,38,0.0018172060227602115
Pt3,autocorr_50,-0.0014925373134328402,0.0029850746268656808,29,0.007536882805784066
Pt3,autocorr_100,-0.0029850746268656803,0.0036559548399749033,33,0.007898368762060052
Pt3,spectral_entropy,-0.005970149253731361,0.0029850746268656803,40,0.002185835366015152
Pt3,spectral_centroid,0.0,0.0,17,0.0006780079262036765
Pt3,median_freq,0.0,0.0,24,0.0008295836836143413
Pt3,dominant_freq,-0.004477611940298521,0.003655954839974903,36,0.004895021766324686
Pt3,bandpower_16_40,0.0,0.0,23,0.00018580585782396745
Pt3,bandpower_40_80,-0.004477611940298521,0.003655954839974903,34,0.006224597279738832
Pt3,bandpower_80_125,0.0,0.0,25,0.010808493968880001
Pt3,bandpower_125_250,-0.0014925373134328402,0.0029850746268656803,28,0.007614161305007484
Pt3,bandpower_250_500,0.0,0.0,22,0.010499011020491446
Pt3,hf_lf_ratio,-0.004477611940298521,0.003655954839974903,35,0.006644510800607637
Pt3,veryhf_ratio,-0.005970149253731361,0.0029850746268656803,41,0.014414236884649722
Pt3,teager_mean_abs,0.0,0.0,27,0.002753751129053409
Pt3,teager_std,0.0,0.0,26,0.0028797091953224833
Pt4,mean,0.0010922839938384056,0.005151189404150787,19,0.006395746820002396
Pt4,std,-0.0006301638425990852,0.004805055097243682,38,0.06573974695986326
Pt4,rms,0.0013513513513513597,0.002702702702702719,15,0.0594929905949323
Pt4,ptp,0.0676375857723008,0.00681353046844257,1,0.5828118449735581
Pt4,max_abs,0.0024436353451897652,0.0035532703987136253,12,0.005082691179217094
Pt4,median_abs,0.0027027027027027193,0.0033101212740313424,11,0.0033134235744059436
Pt4,abs_q75,0.003794986696541125,0.003134485976527129,8,0.003031959104801576
Pt4,abs_q90,-0.0020725388601036342,0.000634582834917924,43,0.006600643781032439
Pt4,abs_q95,0.005664472762918394,0.005601605165367495,6,0.015631791638719264
Pt4,abs_q99,0.0012953367875647714,0.0011585844443004133,16,0.04779113375573385
Pt4,mad,0.0,0.0,28,0.0001430675051731026
Pt4,skew,0.002758717266489308,0.0035070244885614605,9,0.009900886248272723
Pt4,kurtosis,0.0005741492788124969,0.002511360822125014,21,0.003095488798254723
Pt4,line_length,0.006903794986696576,0.0035532703987136253,5,0.019356946953415388
Pt4,mean_abs_diff,0.0013513513513513597,0.002702702702702719,13,0.006115354738914045
Pt4,std_diff,0.0,0.0,23,0.0037956970005241647
Pt4,max_abs_diff,0.0013513513513513597,0.002702702702702719,14,0.0042202025108094
Pt4,zero_cross_rate,0.0,0.0,32,0.0019382018481127028
Pt4,hjorth_mobility,0.0,0.0,31,0.0027838090109311474
Pt4,hjorth_complexity,-0.0012953367875647714,0.00081924291714207,42,0.003490438140185224
