version,pooled_accuracy,pooled_balanced_accuracy,pooled_f1,pooled_auroc,brier,ece10,macro_patient_accuracy,macro_patient_balanced_accuracy,macro_patient_auroc,macro_patient_brier,macro_patient_ece10
raw,0.9324009324009324,0.9339136872121079,0.9370249728555917,0.9719785040579074,0.05372442966304629,0.027449994155294942,0.9365245871548706,0.9333505067504348,0.9730836938541647,0.050811004697476125,0.06355567678059024
platt,0.932983682983683,0.9341083570958544,0.9378042184964845,0.965877933757403,0.05629743110546011,0.038992138722589983,0.9408956156061667,0.9380816808855607,0.9730836938541647,0.0509220597866599,0.06940362609855552
