target_coverage,actual_pooled_coverage,retained_n,pooled_accuracy,pooled_balanced_accuracy,pooled_auroc,mean_patient_accuracy_gain,mean_disagreement_enrichment
0.9,0.8904428904428905,1528,0.9640052356020943,0.9669941583967174,0.9786782350249099,0.02908468828608928,0.20534150408780827
0.8,0.7814685314685315,1341,0.9739000745712155,0.9781667125120636,0.9855983290518394,0.04077125210991565,0.20599230085349998
0.7,0.6573426573426573,1128,0.9787234042553191,0.984375,0.9916702835648149,0.04230165260478866,0.21432421837819388
0.6,0.5623543123543123,965,0.9886010362694301,0.9924346629986245,0.9954342121993226,0.04694896244803689,0.19927862403606852
0.5,0.486013986013986,834,0.9940047961630696,0.9962518740629684,0.9974234439666394,0.05293699293170944,0.2135363717886719
